artifact_name,bundle_type,source_path,destination_path,size_bytes,description
dc/02_physics_weight_sweep/figures,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/02_physics_weight_sweep/figures,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/02_physics_weight_sweep/figures,28392260,DC Step 2 figures
dc/03_pressure_constraint_sensitivity/pressure_constraint_all_runs.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/03_pressure_constraint_sensitivity_q100_k0p1_delta0p1/pressure_constraint_all_runs.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_constraint_all_runs.csv,10436,DC Step 3 all-runs summary
dc/03_pressure_constraint_sensitivity/pressure_constraint_gnn_summary.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/03_pressure_constraint_sensitivity_q100_k0p1_delta0p1/pressure_constraint_gnn_summary.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_constraint_gnn_summary.csv,6342,DC Step 3 GNN summary
dc/03_pressure_constraint_sensitivity/pressure_constraint_poiseuille_summary.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/03_pressure_constraint_sensitivity_q100_k0p1_delta0p1/pressure_constraint_poiseuille_summary.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_constraint_poiseuille_summary.csv,5384,DC Step 3 Poiseuille summary
dc/03_pressure_constraint_sensitivity/pressure_field_pairwise_metrics.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/03_pressure_constraint_sensitivity_q100_k0p1_delta0p1/pressure_field_pairwise_metrics.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_field_pairwise_metrics.csv,1741,DC Step 3 pressure field pairwise metrics
dc/03_pressure_constraint_sensitivity/correction_field_pairwise_metrics.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/03_pressure_constraint_sensitivity_q100_k0p1_delta0p1/correction_field_pairwise_metrics.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/correction_field_pairwise_metrics.csv,1314,DC Step 3 correction field pairwise metrics
dc/03_pressure_constraint_sensitivity/pressure_correlation_matrix.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/03_pressure_constraint_sensitivity_q100_k0p1_delta0p1/pressure_correlation_matrix.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_correlation_matrix.csv,768,DC Step 3 pressure correlation matrix table
dc/03_pressure_constraint_sensitivity/correction_correlation_matrix.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/03_pressure_constraint_sensitivity_q100_k0p1_delta0p1/correction_correlation_matrix.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/correction_correlation_matrix.csv,342,DC Step 3 correction correlation matrix table
dc/03_pressure_constraint_sensitivity/figures,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/03_pressure_constraint_sensitivity_q100_k0p1_delta0p1/figures,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/figures,6094376,DC Step 3 figures
dc/04_message_passing_sensitivity/summary.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/summary.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/04_message_passing_sensitivity/summary.csv,6722,DC Step 4 summary table
dc/04_message_passing_sensitivity/summary.yaml,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/summary.yaml,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/04_message_passing_sensitivity/summary.yaml,3333,DC Step 4 summary YAML
dc/04_message_passing_sensitivity/flow_rmse_vs_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/flow_rmse_vs_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/04_message_passing_sensitivity/flow_rmse_vs_K.png,101806,DC Step 4 flow RMSE plot
dc/04_message_passing_sensitivity/kirchhoff_rms_vs_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/kirchhoff_rms_vs_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/04_message_passing_sensitivity/kirchhoff_rms_vs_K.png,113262,DC Step 4 Kirchhoff RMS plot
dc/04_message_passing_sensitivity/pressure_maps_by_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/pressure_maps_by_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/04_message_passing_sensitivity/pressure_maps_by_K.png,1390857,DC Step 4 pressure maps by K
dc/04_message_passing_sensitivity/flow_residual_maps_by_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/flow_residual_maps_by_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/04_message_passing_sensitivity/flow_residual_maps_by_K.png,3062111,DC Step 4 flow residual maps by K
dc/04_message_passing_sensitivity/kirchhoff_residual_maps_by_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/kirchhoff_residual_maps_by_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/04_message_passing_sensitivity/kirchhoff_residual_maps_by_K.png,2498001,DC Step 4 Kirchhoff residual maps by K
dc/04_message_passing_sensitivity/conductance_correction_maps_by_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/somite21/dc/04_message_passing_sensitivity_q100_k0p1_delta0p1/conductance_correction_maps_by_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc/04_message_passing_sensitivity/conductance_correction_maps_by_K.png,3579757,DC Step 4 conductance correction maps by K
dc_repo_bundle.tar.gz,release,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/repo_bundle/dc,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/somite21/dc/release_bundle/dc/dc_repo_bundle.tar.gz,53091019,Convenience tarball of the repo-ready DC bundle.
