artifact_name,bundle_type,source_path,destination_path,size_bytes,description
dc/02_physics_weight_sweep/physics_weight_gnn_summary.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/02_physics_weight_sweep/physics_weight_gnn_summary.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/02_physics_weight_sweep/physics_weight_gnn_summary.csv,80643,DC Step 2 GNN summary
dc/02_physics_weight_sweep/physics_weight_poiseuille_summary.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/02_physics_weight_sweep/physics_weight_poiseuille_summary.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/02_physics_weight_sweep/physics_weight_poiseuille_summary.csv,14820,DC Step 2 Poiseuille summary
dc/02_physics_weight_sweep/representative_configurations.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/02_physics_weight_sweep/representative_configurations.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/02_physics_weight_sweep/representative_configurations.csv,20815,DC Step 2 representative configurations
dc/02_physics_weight_sweep/figures,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/02_physics_weight_sweep/figures,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/02_physics_weight_sweep/figures,28960341,DC Step 2 figures
dc/03_pressure_constraint_sensitivity/pressure_constraint_all_runs.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/03_pressure_constraint_sensitivity/pressure_constraint_all_runs.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_constraint_all_runs.csv,35208,DC Step 3 all-runs summary
dc/03_pressure_constraint_sensitivity/pressure_constraint_gnn_summary.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/03_pressure_constraint_sensitivity/pressure_constraint_gnn_summary.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_constraint_gnn_summary.csv,21128,DC Step 3 GNN summary
dc/03_pressure_constraint_sensitivity/pressure_constraint_poiseuille_summary.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/03_pressure_constraint_sensitivity/pressure_constraint_poiseuille_summary.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_constraint_poiseuille_summary.csv,15370,DC Step 3 Poiseuille summary
dc/03_pressure_constraint_sensitivity/pressure_field_pairwise_metrics.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/03_pressure_constraint_sensitivity/pressure_field_pairwise_metrics.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_field_pairwise_metrics.csv,6316,DC Step 3 pressure field pairwise metrics
dc/03_pressure_constraint_sensitivity/correction_field_pairwise_metrics.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/03_pressure_constraint_sensitivity/correction_field_pairwise_metrics.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/correction_field_pairwise_metrics.csv,4437,DC Step 3 correction field pairwise metrics
dc/03_pressure_constraint_sensitivity/pressure_correlation_matrix.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/03_pressure_constraint_sensitivity/pressure_correlation_matrix.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/pressure_correlation_matrix.csv,2792,DC Step 3 pressure correlation matrix table
dc/03_pressure_constraint_sensitivity/correction_correlation_matrix.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/03_pressure_constraint_sensitivity/correction_correlation_matrix.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/correction_correlation_matrix.csv,1157,DC Step 3 correction correlation matrix table
dc/03_pressure_constraint_sensitivity/figures,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/03_pressure_constraint_sensitivity/figures,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/03_pressure_constraint_sensitivity/figures,21290679,DC Step 3 figures
dc/04_message_passing_sensitivity/summary.csv,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/04_message_passing_sensitivity/summary.csv,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/04_message_passing_sensitivity/summary.csv,6448,DC Step 4 summary table
dc/04_message_passing_sensitivity/summary.yaml,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/04_message_passing_sensitivity/summary.yaml,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/04_message_passing_sensitivity/summary.yaml,3277,DC Step 4 summary YAML
dc/04_message_passing_sensitivity/flow_rmse_vs_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/04_message_passing_sensitivity/flow_rmse_vs_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/04_message_passing_sensitivity/flow_rmse_vs_K.png,98779,DC Step 4 flow RMSE plot
dc/04_message_passing_sensitivity/kirchhoff_rms_vs_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/04_message_passing_sensitivity/kirchhoff_rms_vs_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/04_message_passing_sensitivity/kirchhoff_rms_vs_K.png,111612,DC Step 4 Kirchhoff RMS plot
dc/04_message_passing_sensitivity/pressure_maps_by_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/04_message_passing_sensitivity/pressure_maps_by_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/04_message_passing_sensitivity/pressure_maps_by_K.png,1225656,DC Step 4 pressure maps by K
dc/04_message_passing_sensitivity/flow_residual_maps_by_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/04_message_passing_sensitivity/flow_residual_maps_by_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/04_message_passing_sensitivity/flow_residual_maps_by_K.png,3202014,DC Step 4 flow residual maps by K
dc/04_message_passing_sensitivity/kirchhoff_residual_maps_by_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/04_message_passing_sensitivity/kirchhoff_residual_maps_by_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/04_message_passing_sensitivity/kirchhoff_residual_maps_by_K.png,2166625,DC Step 4 Kirchhoff residual maps by K
dc/04_message_passing_sensitivity/conductance_correction_maps_by_K.png,repo,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/04_message_passing_sensitivity/conductance_correction_maps_by_K.png,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc/04_message_passing_sensitivity/conductance_correction_maps_by_K.png,3769688,DC Step 4 conductance correction maps by K
dc_step00_raw.tar.gz,release,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/00_ideal_models,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/release_bundle/dc/dc_step00_raw.tar.gz,6076305,Full raw outputs for DC Step 0.
dc_step01_raw.tar.gz,release,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/01_boundary_parameter_calibration,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/release_bundle/dc/dc_step01_raw.tar.gz,12717230,Full raw outputs for DC Step 1.
dc_step02_raw.tar.gz,release,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/02_physics_weight_sweep,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/release_bundle/dc/dc_step02_raw.tar.gz,183354855,Full raw outputs for DC Step 2.
dc_step03_raw.tar.gz,release,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/03_pressure_constraint_sensitivity,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/release_bundle/dc/dc_step03_raw.tar.gz,84476865,Full raw outputs for DC Step 3.
dc_step04_raw.tar.gz,release,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/outputs/dc/04_message_passing_sensitivity,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/release_bundle/dc/dc_step04_raw.tar.gz,38993193,Full raw outputs for DC Step 4.
dc_repo_bundle.tar.gz,release,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/repo_bundle/dc,/mnt/home/sswee/yolk/Yolk-Sac-Flow-Data-and-Sim/gnn_clean/publish/dc/release_bundle/dc/dc_repo_bundle.tar.gz,68666560,Convenience tarball of the repo-ready DC bundle.
